,标题,热度
0,青春公开课,0
1,吴奇隆回应被保安按倒,2133311
2,一片优质卫生巾成本约3毛钱,1498007
3,万茜宠粉直播,1470600
4,王俊凯祝谢霆锋菜园子无坚不摧,1469157
5,百花奖提名名单,873084
6,金莎 80后我不考虑的有代沟,641163
7,山西临汾一饭店坍塌已致13人遇难,570263
8,赵立坚回应安倍晋三宣布辞职,543726
9,可口可乐将在北美裁员4000人,531668
10,博斯曼在结肠癌三期拍了好几部电影,529285
11,iG三打五,526608
12,金晨 来这个节目就是让大家看到我,445086
13,大学食堂推出1毛钱米饭,426556
14,永州被踹伤猥亵男主治医生回应,426534
15,陕西救人溺亡副局长妻子发声,425841
16,漫威回应黑豹男主去世,425118
17,两名中国籍高校研究人员在美被捕,424567
18,教育局回应小学女教师两个月升副校长,424317
19,GAP预计今年净关闭225家门店,423511
20,吴亦凡遛鹅,422714
21,小伙不恰当健身或引起脱发,422258
22,当代年轻人的睡眠,421620
23,好声音导师最尴尬的瞬间,421542
24,免费为抗疫人员送餐夫妇妻子被烧伤,405016
25,金晨流水账式决赛vlog,402372
26,李宇春用一个眼神把人抢了,400481
27,无腿中介带客户看房日行2万步,340741
28,建行数字人民币钱包已上线,306410
29,安倍经济学8年回顾,292727
30,杜华 我自己打了自己的脸,284066
31,每次回家都像密室逃脱,268091
32,重庆游客坐冰桶里吃火锅,266715
33,古装剧中的绝美嫁衣,228875
34,中央第七次西藏工作座谈会,227728
35,刘昊然百花奖形象大使,226581
36,朋友帮买东西该不该加钱,219940
37,云南普洱山的星空云海,212403
38,iG FPX,189032
39,厦门六中合唱团新歌我在这里长大,187276
40,邓伦又当伴郎了,173733
41,百花奖将设颁奖典礼,166479
42,将演员动作线条化,165823
43,TheShy的凯南,164654
44,FPX拿到赛点,161393
45,数名小孩在30多层楼顶追逐打闹,161152
46,山西坍塌饭店已救出43人,158275
47,解放军一个月至少九场大型军演,157466
48,当我说我生病了,156262
49,像极了我爸在家的样子,152159
50,欠数千万老赖冒充军人乘飞机,151481
