,标题,热度
0,教育类硕士毕业生免试认定教师资格,0
1,老人被狗绳绊倒摔地后身亡,2527953
2,以家人之名,2375568
3,你你你你要组乐队吗,2371877
4,钱枫又胖了,2344809
5,警方初步判断老人被狗绳绊倒身亡为意外,1585287
6,他其实没有那么爱你开播,1499644
7,张萌张月同台,1495136
8,琉璃,991212
9,中国驻以使馆通报某中国工人聚居区疫情,976275
10,豆瓣崩了,835340
11,黄子韬徐艺洋好甜,826731
12,奥巴马夫人炮轰特朗普,695766
13,王一博龙拳太炸了,695642
14,乌童是个抖M吧,693643
15,湖南卫视818晚会,689398
16,钟南山说夏天新冠传染性差的想法太天真,650297
17,死亡谷气温创美国107年来最高纪录,635903
18,李子柒柳州建螺蛳粉厂,625467
19,京东回应禁止卖家用申通发货,608411
20,美国拟在日本部署陆基中程导弹,581267
21,深圳盒马确诊3人身份,550031
22,王岳伦,532038
23,宋紫薇,508440
24,咸蛋黄鱼皮干锅螺蛳粉,497319
25,华为称会继续提供系统更新,479087
26,综艺里鸡同鸭讲的空耳现场,463443
27,刘宇宁赵露思合唱,462122
28,迪丽热巴广州,458157
29,影视剧难以接受的结局,447115
30,微软明年停止支持IE浏览器,392350
31,成都雪山,341718
32,白冰辛巴直播,340235
33,新西兰总理回击特朗普,288504
34,顾里生日,288424
35,司凤受刑,283994
36,女生都喜欢小巧的东西吗,269003
37,任豪随便拍拍,263447
38,李宇春跑车开上舞台,262502
39,画眼线到底有多难,250341
40,倒挂在天空的巨浪,240896
41,离人心上,231876
42,权志龙的画,218470
43,贪玩公司申请渣渣辉商标被驳回,203912
44,2021年春晚已建组筹备,176644
45,四川强降雨结束,176384
46,警方介入老人被狗绳绊倒身亡事件,175269
47,赵立坚称美国是名副其实的黑客帝国,175229
48,武汉东湖之眼摩天轮,136402
49,中粮集团总会计师接受调查,124944
50,外国人迷惑中文大赏,103638
