,标题,热度
0,7月份商品零售额增速今年首次由负转正,0
1,乘风破浪的姐姐五公排位战,2729695
2,顺德牵狗女孩父亲发声,2264593
3,阿玛尼大女主香,2259752
4,孟非住院,2103226
5,黄圣依白冰淘汰,1697627
6,天选的声音,1226567
7,华谊兄弟要求中小影院先交保底费,937852
8,科比妻女与加索尔夫妇一同出游,922258
9,女子发现客厅1厘米裂缝救下21户村民,664223
10,拜登成为美国民主党总统候选人,642581
11,孟佳阿朵复活,641980
12,郑云龙,641787
13,陕西遭父亲抱摔幼童死亡,641091
14,点个外卖差点笑死,631936
15,海关销毁超18吨走私榴莲做成有机肥,502327
16,五角大楼公开美军机飞越南海视频,498116
17,情人组钢管舞,480846
18,难听,478880
19,村支书用脚接待村民被停职,471309
20,盲人高考635分被中央民族大学录取,462906
21,宋威龙Wonderland封面,459162
22,刘谦为毛晓彤变魔术,450946
23,错把点烟器当成了指纹解锁,443078
24,江南百景图马文才,441519
25,牵狗女孩称没看到老人被狗绳绊倒,438075
26,莲舞台设计,436351
27,邓超想留肖枫同款长发,408377
28,悟空,359955
29,澳大利亚7所大学面临破产风险,316952
30,英法德称美无权重启联合国对伊制裁,285856
31,玫瑰少年组开场白,284437
32,池子与笑果文化和平解约,251845
33,双胞胎学霸一个上清华一个上北大,228439
34,医生托举护士扒窗救人10分钟,208273
35,班农交500万美元保释金离开法院,203293
36,伪造易烊千玺代言合同诈骗案宣判,200580
37,椰树集团致歉,197068
38,对猫咪说不同的语言,194413
39,贵州吉他村一年产800万把,168567
40,蚂蚁上市目标估值2250亿美元,157790
41,男子口罩内藏作弊器考科目一,153340
42,防弹少年团新歌MV,151177
43,货车司机高速上倒10吨垃圾获刑3年,148597
44,杨超越回应粉丝,144369
45,中国宝武与太钢集团实施联合重组,144264
46,大爷种出160斤大西瓜,144204
47,瑞士小镇下起巧克力雨,142429
48,鞋艺人挑战,142296
49,7省市出生人口连续3年下滑,123947
50,暑假余额还剩10天,112728
